2019-06-29 14:30:26.497 CST,main.go:267, INFO ,goflyway 181021015134
2019-06-29 15:13:18.326 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:58880, C32, write: broken pipe"
2019-06-29 15:13:28.881 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:58862, C104, read: connection reset by peer"
2019-06-29 15:13:28.882 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:58850, C104, read: connection reset by peer"
2019-06-29 15:14:12.341 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:58948, C32, write: broken pipe"
2019-06-29 15:14:42.906 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:58988, C32, write: broken pipe"
2019-06-29 15:15:00.458 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59034, C104, read: connection reset by peer"
2019-06-29 15:15:00.458 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59032, C104, read: connection reset by peer"
2019-06-29 15:15:00.458 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59030, C104, read: connection reset by peer"
2019-06-29 15:15:33.610 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:59192, C32, write: broken pipe"
2019-06-29 15:16:25.894 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:59258, C32, write: broken pipe"
2019-06-29 15:17:03.671 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:59284, C32, write: broken pipe"
2019-06-29 15:18:04.054 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:59334, C32, write: broken pipe"
2019-06-29 15:20:29.457 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:59480, C32, write: broken pipe"
2019-06-29 15:20:30.408 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup connect.facebook.net on 127.0.1.1:53: no such host
2019-06-29 15:20:42.394 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59514, C104, read: connection reset by peer"
2019-06-29 15:20:42.394 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59526, C104, read: connection reset by peer"
2019-06-29 15:21:40.360 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59696, C104, read: connection reset by peer"
2019-06-29 15:21:40.360 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59692, C104, read: connection reset by peer"
2019-06-29 15:21:42.598 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59714, C104, read: connection reset by peer"
2019-06-29 15:21:42.598 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59716, C104, read: connection reset by peer"
2019-06-29 15:21:42.598 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59720, C104, read: connection reset by peer"
2019-06-29 15:21:42.598 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59694, C104, read: connection reset by peer"
2019-06-29 15:21:47.333 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59718, C104, read: connection reset by peer"
2019-06-29 15:22:38.710 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:59870, C32, write: broken pipe"
2019-06-29 15:22:40.710 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59848, C104, read: connection reset by peer"
2019-06-29 15:22:40.710 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59818, C104, read: connection reset by peer"
2019-06-29 15:22:40.710 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59820, C104, read: connection reset by peer"
2019-06-29 15:22:40.710 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:59842, C104, read: connection reset by peer"
2019-06-29 15:24:17.482 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup connect.facebook.net on 127.0.1.1:53: no such host
2019-06-29 15:24:17.789 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup connect.facebook.net on 127.0.1.1:53: no such host
2019-06-29 15:24:28.366 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60036, C104, read: connection reset by peer"
2019-06-29 15:24:29.743 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60070, C104, read: connection reset by peer"
2019-06-29 15:24:47.458 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60194, C104, read: connection reset by peer"
2019-06-29 15:24:47.458 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60202, C104, read: connection reset by peer"
2019-06-29 15:24:47.458 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60212, C104, read: connection reset by peer"
2019-06-29 15:24:47.458 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60138, C104, read: connection reset by peer"
2019-06-29 15:24:47.458 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60104, C104, read: connection reset by peer"
2019-06-29 15:24:59.353 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60228, C104, read: connection reset by peer"
2019-06-29 15:24:59.353 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60230, C104, read: connection reset by peer"
2019-06-29 15:26:52.470 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60412, C104, read: connection reset by peer"
2019-06-29 15:26:52.470 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60410, C104, read: connection reset by peer"
2019-06-29 15:26:52.470 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60408, C104, read: connection reset by peer"
2019-06-29 15:26:59.608 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60430, C104, read: connection reset by peer"
2019-06-29 15:26:59.608 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60434, C104, read: connection reset by peer"
2019-06-29 15:26:59.608 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60436, C104, read: connection reset by peer"
2019-06-29 15:27:01.714 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60460, C32, write: broken pipe"
2019-06-29 15:27:03.416 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60430, C32, write: broken pipe"
2019-06-29 15:27:05.807 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60456, C104, read: connection reset by peer"
2019-06-29 15:27:08.397 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60496, C32, write: broken pipe"
2019-06-29 15:27:09.944 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60456, C32, write: broken pipe"
2019-06-29 15:27:12.947 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60504, C32, write: broken pipe"
2019-06-29 15:27:13.273 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60488, C104, read: connection reset by peer"
2019-06-29 15:27:13.273 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60490, C104, read: connection reset by peer"
2019-06-29 15:27:16.568 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60488, C32, write: broken pipe"
2019-06-29 15:27:18.296 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60508, C32, write: broken pipe"
2019-06-29 15:27:28.114 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60516, C104, read: connection reset by peer"
2019-06-29 15:27:28.114 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60518, C104, read: connection reset by peer"
2019-06-29 15:27:28.252 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60530, C32, write: broken pipe"
2019-06-29 15:27:32.814 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60516, C32, write: broken pipe"
2019-06-29 15:27:39.530 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60570, C32, write: broken pipe"
2019-06-29 15:27:44.029 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60562, C104, read: connection reset by peer"
2019-06-29 15:27:45.575 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60560, C104, read: connection reset by peer"
2019-06-29 15:27:45.923 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60578, C32, write: broken pipe"
2019-06-29 15:27:50.502 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60560, C32, write: broken pipe"
2019-06-29 15:27:52.331 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60586, C32, write: broken pipe"
2019-06-29 15:28:08.552 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60594, C104, read: connection reset by peer"
2019-06-29 15:28:08.552 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60596, C104, read: connection reset by peer"
2019-06-29 15:28:09.562 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60594, C32, write: broken pipe"
2019-06-29 15:28:10.447 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60610, C32, write: broken pipe"
2019-06-29 15:28:15.995 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60630, C32, write: broken pipe"
2019-06-29 15:28:24.487 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60622, C104, read: connection reset by peer"
2019-06-29 15:28:24.488 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60624, C104, read: connection reset by peer"
2019-06-29 15:28:25.399 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60622, C32, write: broken pipe"
2019-06-29 15:28:39.924 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60666, C104, read: connection reset by peer"
2019-06-29 15:28:52.354 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60694, C104, read: connection reset by peer"
2019-06-29 15:28:52.354 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60696, C104, read: connection reset by peer"
2019-06-29 15:28:52.744 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60688, C32, write: broken pipe"
2019-06-29 15:28:56.891 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60694, C32, write: broken pipe"
2019-06-29 15:29:02.895 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60738, C32, write: broken pipe"
2019-06-29 15:29:10.264 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60760, C32, write: broken pipe"
2019-06-29 15:29:23.181 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60764, C104, read: connection reset by peer"
2019-06-29 15:29:23.182 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60754, C104, read: connection reset by peer"
2019-06-29 15:29:23.182 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60752, C104, read: connection reset by peer"
2019-06-29 15:29:30.754 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60800, C32, write: broken pipe"
2019-06-29 15:29:39.841 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60792, C104, read: connection reset by peer"
2019-06-29 15:29:39.841 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60794, C104, read: connection reset by peer"
2019-06-29 15:29:39.871 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60792, C32, write: broken pipe"
2019-06-29 15:29:41.924 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60826, C32, write: broken pipe"
2019-06-29 15:29:43.442 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60834, C32, write: broken pipe"
2019-06-29 15:29:44.583 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60846, C32, write: broken pipe"
2019-06-29 15:29:48.808 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60850, C32, write: broken pipe"
2019-06-29 15:29:51.766 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60838, C104, read: connection reset by peer"
2019-06-29 15:29:53.804 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60858, C32, write: broken pipe"
2019-06-29 15:29:54.027 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60840, C104, read: connection reset by peer"
2019-06-29 15:29:56.226 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60838, C32, write: broken pipe"
2019-06-29 15:29:58.736 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60870, C32, write: broken pipe"
2019-06-29 15:30:03.635 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60862, C104, read: connection reset by peer"
2019-06-29 15:30:07.041 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60866, C32, write: broken pipe"
2019-06-29 15:30:08.652 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60862, C32, write: broken pipe"
2019-06-29 15:30:10.017 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60890, C32, write: broken pipe"
2019-06-29 15:30:16.222 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60882, C104, read: connection reset by peer"
2019-06-29 15:30:16.222 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60884, C104, read: connection reset by peer"
2019-06-29 15:30:18.272 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60898, C32, write: broken pipe"
2019-06-29 15:30:20.420 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60882, C32, write: broken pipe"
2019-06-29 15:30:27.695 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60908, C104, read: connection reset by peer"
2019-06-29 15:30:28.831 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:60914, C32, write: broken pipe"
2019-06-29 15:30:54.107 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:60940, C104, read: connection reset by peer"
2019-06-29 15:32:46.212 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:32926, C104, read: connection reset by peer"
2019-06-29 15:32:46.212 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:32930, C104, read: connection reset by peer"
2019-06-29 15:32:48.306 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:32926, C32, write: broken pipe"
2019-06-29 15:33:33.653 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:33050, C32, write: broken pipe"
2019-06-29 15:35:08.381 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33326, C104, read: connection reset by peer"
2019-06-29 15:35:08.381 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33324, C104, read: connection reset by peer"
2019-06-29 15:35:08.381 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33322, C104, read: connection reset by peer"
2019-06-29 15:36:07.881 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33490, C104, read: connection reset by peer"
2019-06-29 15:36:07.881 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33488, C104, read: connection reset by peer"
2019-06-29 15:36:07.881 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33486, C104, read: connection reset by peer"
2019-06-29 15:36:17.023 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup connect.facebook.net on 127.0.1.1:53: no such host
2019-06-29 15:36:20.512 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33538, C104, read: connection reset by peer"
2019-06-29 15:36:20.512 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33534, C104, read: connection reset by peer"
2019-06-29 15:36:20.512 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33536, C104, read: connection reset by peer"
2019-06-29 15:36:58.777 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:33692, C32, write: broken pipe"
2019-06-29 15:38:05.714 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:33798, C32, write: broken pipe"
2019-06-29 15:38:52.005 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:33904, C32, write: broken pipe"
2019-06-29 15:39:45.010 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33984, C104, read: connection reset by peer"
2019-06-29 15:39:45.010 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33980, C104, read: connection reset by peer"
2019-06-29 15:39:45.010 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33986, C104, read: connection reset by peer"
2019-06-29 15:39:45.010 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:33982, C104, read: connection reset by peer"
2019-06-29 15:40:40.256 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:34198, C104, read: connection reset by peer"
2019-06-29 15:40:40.257 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:34200, C104, read: connection reset by peer"
2019-06-29 15:40:43.514 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:34198, C32, write: broken pipe"
2019-06-29 15:41:14.069 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:34270, C104, read: connection reset by peer"
2019-06-29 15:41:58.775 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:34470, C32, write: broken pipe"
2019-06-29 15:42:09.143 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:34436, C104, read: connection reset by peer"
2019-06-29 15:49:34.696 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:35162, C32, write: broken pipe"
2019-06-29 15:49:34.927 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:35166, C32, write: broken pipe"
2019-06-29 15:50:06.883 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:35208, C32, write: broken pipe"
2019-06-29 15:50:12.449 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:35216, C32, write: broken pipe"
2019-06-29 15:53:44.308 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:35468, C104, read: connection reset by peer"
2019-06-29 15:53:50.187 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:35468, C32, write: broken pipe"
2019-06-29 15:54:20.037 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:35532, C104, read: connection reset by peer"
2019-06-29 15:58:13.943 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:35904, C32, write: broken pipe"
2019-06-29 15:58:36.945 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:35920, C32, write: broken pipe"
2019-06-29 16:00:29.841 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36134, C32, write: broken pipe"
2019-06-29 16:00:46.522 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36154, C32, write: broken pipe"
2019-06-29 16:01:16.405 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36206, C32, write: broken pipe"
2019-06-29 16:02:10.520 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:36232, C104, read: connection reset by peer"
2019-06-29 16:02:13.915 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36232, C32, write: broken pipe"
2019-06-29 16:02:20.517 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36300, C32, write: broken pipe"
